--------- beginning of /dev/log/main
01-07 03:11:40.216 E/wpa_supplicant(  946): CMD: PING
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:02	2437	-68	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:40.128 D/wpa_supplicant( 1065): d8:b3:77:7d:ea:d4	2412	-72	[WPA2-PSK-CCMP]	fb
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:03	2437	-69	[WPA-PSK-TKIP]	
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:01	2437	-67	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:00	2437	-67	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:64	2412	-83	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:62	2412	-75	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:61	2412	-75	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:60	2412	-75	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:63	2412	-76	[WPA-PSK-TKIP]	
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:14:78:e3:f4:3c	2437	-52	[WEP]		
01-07 03:30:40.128 D/wpa_supplicant( 1065): e0:05:c5:16:f0:08	2417	-77			
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:01	2437	-91	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:00	2437	-93	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:02	2437	-92	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:40.128 E/wpa_supplicant( 1065): CMD: LIST_NETWORKS
01-07 03:30:40.128 D/wpa_supplicant( 1065): REPLY: network id / ssid / bssid / flags
01-07 03:30:40.128 E/wpa_supplicant( 1065): CMD: SCAN_RESULTS
01-07 03:30:40.128 D/wpa_supplicant( 1065): REPLY: bssid / frequency / signal level / flags / ssid
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:04	2437	-67	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:02	2437	-68	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:40.128 D/wpa_supplicant( 1065): d8:b3:77:7d:ea:d4	2412	-72	[WPA2-PSK-CCMP]	fb
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:03	2437	-69	[WPA-PSK-TKIP]	
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:01	2437	-67	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:00	2437	-67	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:64	2412	-83	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:62	2412	-75	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:61	2412	-75	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:60	2412	-75	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:63	2412	-76	[WPA-PSK-TKIP]	
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:14:78:e3:f4:3c	2437	-52	[WEP]		
01-07 03:30:40.128 D/wpa_supplicant( 1065): e0:05:c5:16:f0:08	2417	-77			
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:01	2437	-91	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:00	2437	-93	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:40.128 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:02	2437	-92	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:40.138 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:30:40.138 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:30:40.138 E/wpa_supplicant( 1065): CMD: STATUS
01-07 03:30:40.138 D/wpa_supplicant( 1065): REPLY: wpa_state=INACTIVE
01-07 03:30:40.138 D/wpa_supplicant( 1065): p2p_device_address=02:09:23:20:11:aa
01-07 03:30:40.138 D/wpa_supplicant( 1065): address=00:09:23:20:11:aa
01-07 03:30:40.138 E/wpa_supplicant( 1065): CMD: DRIVER RSSI-APPROX
01-07 03:30:40.138 E/wpa_supplicant( 1065): nl80211: issue private commands RSSI-APPROX
01-07 03:30:40.158 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:30:40.158 D/wpa_supplicant( 1065): REPLY:  rssi 0
01-07 03:30:40.158 E/wpa_supplicant( 1065): CMD: DRIVER LINKSPEED
01-07 03:30:40.158 E/wpa_supplicant( 1065): nl80211: issue private commands LINKSPEED
01-07 03:30:40.158 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:30:40.158 D/wpa_supplicant( 1065): REPLY: LinkSpeed 65
01-07 03:30:40.168 E/wpa_supplicant( 1065): CMD: SCAN_RESULTS
01-07 03:30:40.168 D/wpa_supplicant( 1065): REPLY: bssid / frequency / signal level / flags / ssid
01-07 03:30:40.168 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:04	2437	-67	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:30:40.168 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:02	2437	-68	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:40.168 D/wpa_supplicant( 1065): d8:b3:77:7d:ea:d4	2412	-72	[WPA2-PSK-CCMP]	fb
01-07 03:30:40.168 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:03	2437	-69	[WPA-PSK-TKIP]	
01-07 03:30:40.168 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:01	2437	-67	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:40.168 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:00	2437	-67	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:40.168 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:64	2412	-83	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:30:40.168 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:62	2412	-75	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:40.168 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:61	2412	-75	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:40.168 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:60	2412	-75	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:40.168 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:63	2412	-76	[WPA-PSK-TKIP]	
01-07 03:30:40.168 D/wpa_supplicant( 1065): 00:14:78:e3:f4:3c	2437	-52	[WEP]		
01-07 03:30:40.168 D/wpa_supplicant( 1065): e0:05:c5:16:f0:08	2417	-77			
01-07 03:30:40.168 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:01	2437	-91	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:40.168 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:00	2437	-93	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:40.168 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:02	2437	-92	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:40.168 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:30:40.168 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:30:40.168 E/wpa_supplicant( 1065): CMD: STATUS
01-07 03:30:40.168 D/wpa_supplicant( 1065): REPLY: wpa_state=INACTIVE
01-07 03:30:40.168 D/wpa_supplicant( 1065): p2p_device_address=02:09:23:20:11:aa
01-07 03:30:40.168 D/wpa_supplicant( 1065): address=00:09:23:20:11:aa
01-07 03:30:40.168 E/wpa_supplicant( 1065): CMD: DRIVER RSSI-APPROX
01-07 03:30:40.168 E/wpa_supplicant( 1065): nl80211: issue private commands RSSI-APPROX
01-07 03:30:40.188 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:30:40.188 D/wpa_supplicant( 1065): REPLY:  rssi 0
01-07 03:30:40.188 E/wpa_supplicant( 1065): CMD: DRIVER LINKSPEED
01-07 03:30:40.188 E/wpa_supplicant( 1065): nl80211: issue private commands LINKSPEED
01-07 03:30:40.188 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:30:40.188 D/wpa_supplicant( 1065): REPLY: LinkSpeed 65
01-07 03:30:43.121 V/WifiStateTracker(  203): handleMessage(): msg.what= 14
01-07 03:30:43.121 V/WifiStateTracker(  203): handleMessage(): msg.what= 14
01-07 03:30:45.354 E/wpa_supplicant( 1065): CMD: DRIVER SCAN-ACTIVE
01-07 03:30:45.354 E/wpa_supplicant( 1065): nl80211: issue private commands SCAN-ACTIVE
01-07 03:30:45.354 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd SCAN-ACTIVE len = 0, 11
01-07 03:30:45.354 D/wpa_supplicant( 1065): REPLY: OK
01-07 03:30:45.354 E/wpa_supplicant( 1065): CMD: SCAN
01-07 03:30:45.354 D/wpa_supplicant( 1065): REPLY: OK
01-07 03:30:45.354 I/wpa_supplicant( 1065): wlan0: CTRL-EVENT-STATE-CHANGE id=-1 state=3 BSSID=00:00:00:00:00:00
01-07 03:30:45.354 D/wpa_supplicant( 1065): wpa_state_to_wapi_state wpa_state : 3 change to wapi_state
01-07 03:30:45.354 D/wpa_supplicant( 1065): wpa_supplicant_set_state wapi_state : 3
01-07 03:30:45.354 D/wpa_supplicant( 1065): WPS: Building WPS IE for Probe Request
01-07 03:30:45.354 D/wpa_supplicant( 1065): WPS:  * Version (hardcoded 0x10)
01-07 03:30:45.354 D/wpa_supplicant( 1065): WPS:  * Request Type
01-07 03:30:45.354 D/wpa_supplicant( 1065): WPS:  * Config Methods (2388)
01-07 03:30:45.354 D/wpa_supplicant( 1065): WPS:  * UUID-E
01-07 03:30:45.354 D/wpa_supplicant( 1065): WPS:  * Primary Device Type
01-07 03:30:45.354 D/wpa_supplicant( 1065): WPS:  * RF Bands (3)
01-07 03:30:45.354 D/wpa_supplicant( 1065): WPS:  * Association State
01-07 03:30:45.354 D/wpa_supplicant( 1065): WPS:  * Configuration Error (0)
01-07 03:30:45.354 D/wpa_supplicant( 1065): WPS:  * Device Password ID (0)
01-07 03:30:45.354 D/wpa_supplicant( 1065): WPS:  * Manufacturer
01-07 03:30:45.354 D/wpa_supplicant( 1065): WPS:  * Model Name
01-07 03:30:45.354 D/wpa_supplicant( 1065): WPS:  * Model Number
01-07 03:30:45.354 D/wpa_supplicant( 1065): WPS:  * Device Name
01-07 03:30:45.354 D/wpa_supplicant( 1065): WPS:  * Version2 (0x20)
01-07 03:30:45.354 D/wpa_supplicant( 1065): P2P: * P2P IE header
01-07 03:30:45.354 D/wpa_supplicant( 1065): P2P: * Capability dev=27 group=00
01-07 03:30:45.354 D/wpa_supplicant( 1065): P2P: * Listen Channel: Regulatory Class 81 Channel 6
01-07 03:30:45.354 D/wpa_supplicant( 1065): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:30:45.354 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=3 BSSID=00:00:00:00:00:00]
01-07 03:30:45.354 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=3 BSSID=00:00:00:00:00:00]
01-07 03:30:45.354 V/WifiStateTracker(  203): handleMessage(): msg.what= 3
01-07 03:30:45.354 V/WifiStateTracker(  203): Changing supplicant state: INACTIVE ==> SCANNING
01-07 03:30:45.464 D/wpa_supplicant( 1065): Scan requested (ret=0) - scan timeout 30 seconds
01-07 03:30:45.464 D/wpa_supplicant( 1065): nl80211: Event message available
01-07 03:30:45.464 D/wpa_supplicant( 1065): nl80211: Scan trigger
01-07 03:30:45.464 E/wpa_supplicant( 1065): CMD: DRIVER SCAN-PASSIVE
01-07 03:30:45.464 E/wpa_supplicant( 1065): nl80211: issue private commands SCAN-PASSIVE
01-07 03:30:45.464 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd SCAN-PASSIVE len = 0, 12
01-07 03:30:45.464 D/wpa_supplicant( 1065): REPLY: OK
01-07 03:30:45.464 D/NetworkStateTracker(  203): setDetailed state, old =IDLE and new state=SCANNING
01-07 03:30:45.464 V/WifiStateTracker(  203): handleMessage(): msg.what= 3
01-07 03:30:45.464 V/WifiStateTracker(  203): Changing supplicant state: SCANNING ==> SCANNING
01-07 03:30:45.464 D/ConnectivityService(  203): Dropping ConnectivityChange for WIFI: DISCONNECTED/SCANNING
01-07 03:30:45.544 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:30:45.544 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:30:45.544 E/wpa_supplicant( 1065): CMD: STATUS
01-07 03:30:45.544 D/wpa_supplicant( 1065): REPLY: wpa_state=SCANNING
01-07 03:30:45.544 D/wpa_supplicant( 1065): p2p_device_address=02:09:23:20:11:aa
01-07 03:30:45.544 D/wpa_supplicant( 1065): address=00:09:23:20:11:aa
01-07 03:30:45.544 E/wpa_supplicant( 1065): CMD: DRIVER RSSI-APPROX
01-07 03:30:45.544 E/wpa_supplicant( 1065): nl80211: issue private commands RSSI-APPROX
01-07 03:30:45.544 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:30:45.544 D/wpa_supplicant( 1065): REPLY:  rssi 0
01-07 03:30:45.544 E/wpa_supplicant( 1065): CMD: DRIVER LINKSPEED
01-07 03:30:45.544 E/wpa_supplicant( 1065): nl80211: issue private commands LINKSPEED
01-07 03:30:45.544 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:30:45.544 D/wpa_supplicant( 1065): REPLY: LinkSpeed 65
01-07 03:30:45.554 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:30:45.554 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:30:45.554 E/wpa_supplicant( 1065): CMD: STATUS
01-07 03:30:45.554 D/wpa_supplicant( 1065): REPLY: wpa_state=SCANNING
01-07 03:30:45.554 D/wpa_supplicant( 1065): p2p_device_address=02:09:23:20:11:aa
01-07 03:30:45.554 D/wpa_supplicant( 1065): address=00:09:23:20:11:aa
01-07 03:30:45.554 E/wpa_supplicant( 1065): CMD: DRIVER RSSI-APPROX
01-07 03:30:45.554 E/wpa_supplicant( 1065): nl80211: issue private commands RSSI-APPROX
01-07 03:30:45.554 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:30:45.554 D/wpa_supplicant( 1065): REPLY:  rssi 0
01-07 03:30:45.554 E/wpa_supplicant( 1065): CMD: DRIVER LINKSPEED
01-07 03:30:45.554 E/wpa_supplicant( 1065): nl80211: issue private commands LINKSPEED
01-07 03:30:45.554 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:30:45.554 D/wpa_supplicant( 1065): REPLY: LinkSpeed 65
01-07 03:30:46.124 D/wpa_supplicant( 1065): nl80211: Event message available
01-07 03:30:46.124 D/wpa_supplicant( 1065): nl80211: New scan results available
01-07 03:30:46.124 D/wpa_supplicant( 1065): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:30:46.124 D/wpa_supplicant( 1065): Received scan results (15 BSSes)
01-07 03:30:46.124 D/wpa_supplicant( 1065): Add randomness: count=51 entropy=50
01-07 03:30:46.124 D/wpa_supplicant( 1065): Add randomness: count=52 entropy=51
01-07 03:30:46.124 D/wpa_supplicant( 1065): Add randomness: count=53 entropy=52
01-07 03:30:46.124 D/wpa_supplicant( 1065): Add randomness: count=54 entropy=53
01-07 03:30:46.124 D/wpa_supplicant( 1065): Add randomness: count=55 entropy=54
01-07 03:30:46.124 D/wpa_supplicant( 1065): Add randomness: count=56 entropy=55
01-07 03:30:46.124 D/wpa_supplicant( 1065): Add randomness: count=57 entropy=56
01-07 03:30:46.124 D/wpa_supplicant( 1065): Add randomness: count=58 entropy=57
01-07 03:30:46.124 D/wpa_supplicant( 1065): Add randomness: count=59 entropy=58
01-07 03:30:46.124 D/wpa_supplicant( 1065): Add randomness: count=60 entropy=59
01-07 03:30:46.124 I/wpa_supplicant( 1065): wlan0: CTRL-EVENT-STATE-CHANGE id=-1 state=2 BSSID=00:00:00:00:00:00
01-07 03:30:46.124 D/wpa_supplicant( 1065): wpa_state_to_wapi_state wpa_state : 2 change to wapi_state
01-07 03:30:46.124 D/wpa_supplicant( 1065): wpa_supplicant_set_state wapi_state : 2
01-07 03:30:46.124 I/dun_service(  123): process rmnet event
01-07 03:30:46.124 I/dun_service(  123): Post event 3
01-07 03:30:46.124 I/dun_service(  115): process rmnet event
01-07 03:30:46.124 I/dun_service(  115): Post event 3
01-07 03:30:46.124 I/dun_service(  123): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:30:46.124 I/dun_service(  123): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:30:46.124 I/dun_service(  123): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:30:46.124 I/dun_service(  123): Moved to state(DUN_STATE_IDLE)
01-07 03:30:46.124 I/dun_service(  115): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:30:46.124 I/dun_service(  115): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:30:46.124 I/dun_service(  115): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:30:46.124 I/dun_service(  115): Moved to state(DUN_STATE_IDLE)
01-07 03:30:46.124 D/wpa_supplicant( 1065): RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
01-07 03:30:46.124 D/wpa_supplicant( 1065): RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
01-07 03:30:46.124 E/wpa_supplicant( 1065): CMD: AP_SCAN 1
01-07 03:30:46.124 D/wpa_supplicant( 1065): REPLY: OK
01-07 03:30:46.124 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=2 BSSID=00:00:00:00:00:00]
01-07 03:30:46.124 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=2 BSSID=00:00:00:00:00:00]
01-07 03:30:46.124 V/WifiStateTracker(  203): handleMessage(): msg.what= 5
01-07 03:30:46.124 V/WifiStateTracker(  203): handleMessage(): msg.what= 3
01-07 03:30:46.124 V/WifiStateTracker(  203): Changing supplicant state: SCANNING ==> INACTIVE
01-07 03:30:46.124 D/NetworkStateTracker(  203): setDetailed state, old =SCANNING and new state=IDLE
01-07 03:30:46.124 V/WifiStateTracker(  203): handleMessage(): msg.what= 3
01-07 03:30:46.124 V/WifiStateTracker(  203): Changing supplicant state: INACTIVE ==> INACTIVE
01-07 03:30:46.124 D/ConnectivityService(  203): Dropping ConnectivityChange for WIFI: DISCONNECTED/IDLE
01-07 03:30:46.134 I/WifiSettings(  712): There is not any configured AP
01-07 03:30:46.134 E/wpa_supplicant( 1065): CMD: SCAN_RESULTS
01-07 03:30:46.134 D/wpa_supplicant( 1065): REPLY: bssid / frequency / signal level / flags / ssid
01-07 03:30:46.134 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:04	2437	-69	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:30:46.134 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:02	2437	-71	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:46.134 D/wpa_supplicant( 1065): d8:b3:77:7d:ea:d4	2412	-75	[WPA2-PSK-CCMP]	fb
01-07 03:30:46.134 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:03	2437	-68	[WPA-PSK-TKIP]	
01-07 03:30:46.134 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:01	2437	-67	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:46.134 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:00	2437	-70	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:46.134 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:64	2412	-75	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:30:46.134 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:62	2412	-76	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:46.134 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:61	2412	-75	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:46.134 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:60	2412	-75	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:46.134 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:63	2412	-76	[WPA-PSK-TKIP]	
01-07 03:30:46.134 D/wpa_supplicant( 1065): 00:14:78:e3:f4:3c	2437	-51	[WEP]		
01-07 03:30:46.134 D/wpa_supplicant( 1065): e0:05:c5:16:f0:08	2417	-77			
01-07 03:30:46.134 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:01	2437	-91	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:46.134 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:00	2437	-93	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:46.134 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:02	2437	-92	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:46.144 E/wpa_supplicant( 1065): CMD: SCAN_RESULTS
01-07 03:30:46.144 D/wpa_supplicant( 1065): REPLY: bssid / frequency / signal level / flags / ssid
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:04	2437	-69	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:02	2437	-71	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:46.144 D/wpa_supplicant( 1065): d8:b3:77:7d:ea:d4	2412	-75	[WPA2-PSK-CCMP]	fb
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:03	2437	-68	[WPA-PSK-TKIP]	
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:01	2437	-67	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:00	2437	-70	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:64	2412	-75	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:62	2412	-76	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:61	2412	-75	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:60	2412	-75	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:63	2412	-76	[WPA-PSK-TKIP]	
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:14:78:e3:f4:3c	2437	-51	[WEP]		
01-07 03:30:46.144 D/wpa_supplicant( 1065): e0:05:c5:16:f0:08	2417	-77			
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:01	2437	-91	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:00	2437	-93	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:02	2437	-92	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:46.144 E/wpa_supplicant( 1065): CMD: LIST_NETWORKS
01-07 03:30:46.144 D/wpa_supplicant( 1065): REPLY: network id / ssid / bssid / flags
01-07 03:30:46.144 E/wpa_supplicant( 1065): CMD: SCAN_RESULTS
01-07 03:30:46.144 D/wpa_supplicant( 1065): REPLY: bssid / frequency / signal level / flags / ssid
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:04	2437	-69	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:02	2437	-71	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:46.144 D/wpa_supplicant( 1065): d8:b3:77:7d:ea:d4	2412	-75	[WPA2-PSK-CCMP]	fb
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:03	2437	-68	[WPA-PSK-TKIP]	
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:01	2437	-67	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:00	2437	-70	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:64	2412	-75	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:62	2412	-76	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:61	2412	-75	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:60	2412	-75	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:63	2412	-76	[WPA-PSK-TKIP]	
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:14:78:e3:f4:3c	2437	-51	[WEP]		
01-07 03:30:46.144 D/wpa_supplicant( 1065): e0:05:c5:16:f0:08	2417	-77			
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:01	2437	-91	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:00	2437	-93	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:30:46.144 D/wpa_supplicant( 1065): 00:3a:98:1f:6a:02	2437	-92	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:30:46.154 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:30:46.164 D/WifiStateTracker(  203): requestConnectionStatus
